,Title,Address,City,State,PostalCode,Units,Open Date,Phase,Latitude,Longitude,Market,Submarket
3336,Edition Nashville Downtown,1101 Grundy St,Nashville,TN,37203,280,3/8/2023,Final Planning,36.1581373,-86.7875771,Nashville,Nashville CBD 
3337,Drury Plaza Hotel Bloomington,3901 Minnesota Ln,Minneapolis,MN,55446-4226,214,,Final Planning,44.861308,-93.329985,Minneapolis,Bloomington 
3338,Wine Train Hotel,1275 McKinstry St,Napa,CA,94559,151,4/1/2024,Planning,38.3026222,-122.2838265,California North,Napa Valley 
3339,Holiday Inn Express Waikoloa Village,68-1850 Waikoloa Rd,Waikoloa,HI,96738,141,12/31/2023,Final Planning,19.92681,-155.7858526,Hawaii/Kauai Islands,Hawaii (Big Island) 
3340,"Hotel Scottsdale Old Town, Curio Collection by Hilton",7501 E Camelback Rd,Scottsdale,AZ,85251-3510,169,11/1/2021,In Construction,33.5018203,-111.9201325,Phoenix,Scottsdale 
3341,Staybridge Suites Monahans,411 Interstate 20 Frontage Rd,Monahans,TX,79756,100,10/1/2022,Final Planning,31.608617,-102.8354456,Texas West,Texas West Area 
3342,Holiday Inn Express Miami Calle Ocho,471 SW 8th St,Miami,FL,33130-2813,84,4/5/2022,In Construction,25.7663409,-80.2022383,Miami,Miami CBD/North 
3343,Holiday Inn Express Capitol Heights,I95 & 495,Capitol Heights,MD,20743,92,,Deferred,38.8931896,-76.8500916,Washington,Maryland South/East 
3344,Caption by Hyatt Hollywood,6516 Selma Ave,Los Angeles,CA,90028,212,7/15/2021,In Construction,34.0995095,-118.3319437,Los Angeles,Hollywood/Beverly Hills 
3345,Meow Wolf,811 817 North 3rd St,Phoenix,AZ,85004,400,,Abandoned,33.457113,-112.0696338,Phoenix,Phoenix Central 
3346,The Alfond Inn,300 E New England Ave,Winter Park,FL,32789,73,,Abandoned,28.595751,-81.347739,Orlando,Orlando Central 
3347,Frisco Curio Hotel,Dallas Pky,Frisco,TX,75034,170,,Planning,33.102921,-96.8236176,Dallas,West Plano/Frisco 
3348,Unnamed @ Stonebriar Dallas Pkwy,Nwq Dallas Parkway & Stonebriar Way,Frisco,TX,75034,121,,Planning,33.0953031,-96.8238198,Dallas,West Plano/Frisco 
3349,Unknown Hotel Eldorado Pkwy,Eldorado Pky,Frisco,TX,75033,160,,Planning,33.1773964,-96.83589,Dallas,Denton/Lewisville/McKinney 
3350,Unnamed Newman Village,NWQ of Eldorade Pkwy & Legacy Dr,Frisco,TX,75034,300,,Planning,33.176808,-96.848985,Dallas,Denton/Lewisville/McKinney 
3351,Unnamed Lesso Mall,1710 US-380,Prosper,TX,75078,65,,Deferred,33.2173112,-96.8373178,Dallas,Denton/Lewisville/McKinney 
3352,Wingate By Wyndham Harrisonburg,S Main St,Harrisonburg,VA,22801,80,,Planning,38.4099922,-78.9054649,Virginia Area,Staunton & Harrisonburg VA 
3353,Super 8 Brooklyn,2718 Fulton St,Brooklyn,NY,11207,74,3/31/2022,In Construction,40.6774715,-73.8941177,New York,New York City Area 
3354,Microtel Inn & Suites by Wyndham Westfield,514 Indiana 32,Westfield,IN,46074,85,3/31/2023,Planning,40.0452854,-86.1518074,Indianapolis,Indianapolis North Loop 
3355,Microtel Muskegon,372 Morris Ave,Muskegon,MI,49440,82,3/31/2023,Planning,43.2369953,-86.2532011,Grand Rapids & Michigan West,Holland & Muskegon MI 
3356,Microtel Inn & Suites Royse City,I-30,Royse City,TX,75189,65,3/31/2023,Final Planning,32.9654716,-96.3377115,Dallas,Dallas South/East 
3357,The Watermark Tempe,430 N Scottsdale Rd,Tempe,AZ,85281-2024,150,,Planning,33.4340588,-111.9272977,Phoenix,Tempe 
3358,La Quinta Inns & Suites Fort Worth,904 Collier St,Fort Worth,TX,76102-3565,100,4/30/2024,Planning,32.7497549,-97.3401996,Fort Worth/Arlington,Fort Worth CBD/I-820 West 
3359,Dream Inn Hotel,4604 W Boy Scout Blvd,Tampa,FL,33607,151,,Deferred,27.959058,-82.52234,Tampa,Tampa CBD/Airport 
3360,The Peabody Roanoke,Highway 377,Roanoke,TX,76262,300,7/1/2022,Final Planning,32.9941455,-97.2310282,Dallas,Denton/Lewisville/McKinney 
3361,Macon Downtown A Tribute Portfolio Hotel,682 Cherry St,Macon,GA,31201-2634,97,1/10/2022,In Construction,32.8372168,-83.630513,Macon/Warner Robins,Macon 
3362,Tribute Portfolio Hotel Indy,141 E Washington St,Indianapolis,IN,46204-3688,90,9/1/2021,In Construction,39.7666521,-86.1548555,Indianapolis,Indianapolis CBD 
3363,TownePlace Suites Tampa Clearwater,21090 US Highway 19,Clearwater,FL,33765-4415,91,9/3/2022,In Construction,27.9625469,-82.7305576,Tampa,Clearwater 
3364,SpringHill Suites Jackson,532 Monmouth Rd,Jackson,NJ,8527,140,8/1/2024,Planning,40.1559674,-74.4289785,New Jersey Shore,North Shore NJ 
3365,SpringHill Suites Colorado Springs Downtown,402 S Tejon St,Colorado Springs,CO,80903-2112,136,6/26/2022,In Construction,38.8280278,-104.8242158,Colorado Springs,Colorado Springs South/Airport 
3366,Sheraton Hotel Palmetto,1 Haben Blvd,Palmetto,FL,34221,251,5/5/2023,Final Planning,27.5162998,-82.5615665,Sarasota,Bradenton/Airport 
3367,Residence Inn Houston Northwest/Silber Road,7680 Katy Fwy,Houston,TX,77024-2251,150,4/26/2025,Planning,29.7851785,-95.4668279,Houston,Houston Northwest Freeway 
3368,Four Points by Sheraton Atlanta Downtown,166 Pryor St SW,Atlanta,GA,30303-3489,124,1/31/2023,In Construction,33.7499703,-84.3917815,Atlanta,Atlanta CBD 
3369,Fairfield Inn & Suites Allentown Bethlehem,2437 Cook Dr,Palmer Township,PA,18045-5699,107,3/15/2024,Planning,40.656463,-75.2964528,Allentown & Reading,Allentown PA 
3370,Fairfield Inn & Suites Barstow,2551 Merchantile Way,Barstow,CA,92311,76,12/8/2022,Final Planning,34.8479358,-117.0816351,Inland Empire,San Bernardino Surrounding 
3371,element Dallas Downtown,S Record St & Jackson St,Dallas,TX,75202,144,9/12/2024,Planning,32.777194,-96.806703,Dallas,Dallas CBD/Market Center 
3372,element Colorado Springs Downtown,408 S Tejon St,Colorado Springs,CO,80903-2112,128,6/26/2022,In Construction,38.827905,-104.824075,Colorado Springs,Colorado Springs South/Airport 
3373,Courtyard Nashville Smyrna,411 Potomac Pl,Smyrna,TN,37167-5698,102,9/10/2022,Final Planning,35.980096,-86.558868,Nashville,I-24/Murfreesboro 
3374,Courtyard Terre Haute,726 Wabash Ave,Terre Haute,IN,47807,148,10/23/2024,Planning,39.4666646,-87.4059508,Indiana South,Bloomington/Terre Haute 
3375,Autograph Collection Bend,1100 Mount Bachelor Dr,Bend,OR,97702-3575,113,12/1/2022,Final Planning,44.039947,-121.332827,Oregon Area,Bend/Redmond 
3376,aloft Houston League City,350 N Wesley Dr,League City,TX,77573-7357,150,2/7/2024,Final Planning,29.507487,-95.113496,Texas East,Galveston & Texas City 
3377,aloft Hotel Melbourne,1109 E New Haven Ave,Melbourne,FL,32901-5438,130,12/14/2023,Planning,28.0776383,-80.6033292,Melbourne,Melbourne/Palm Bay 
3378,Courtyard Chicago Downtown,184 W Randolph St,Chicago,IL,60601-3109,307,4/28/2023,Final Planning,41.8850275,-87.6333306,Chicago,Chicago CBD 
3379,AC Hotels by Marriott Ballantyne Village,14819 Ballantyne Village Way,Charlotte,NC,28277,186,8/3/2021,In Construction,35.05358,-80.852701,Charlotte,Monroe & Rock Hill NC-SC 
3380,AC Hotel by Marriott Bozeman,5 E Mendenhall St,Bozeman,MT,59715-3666,127,12/1/2021,In Construction,45.680593,-111.036945,Montana,Bozeman/Yellowstone Area MT 
3381,TownePlace Suites,2551 Merchantile Way,Barstow,CA,92311,102,12/8/2022,Final Planning,34.8478329,-117.0815735,Inland Empire,San Bernardino Surrounding 
3382,Banc Hotel,18582 Teller Ave,Irvine,CA,92612,258,,Deferred,33.670819,-117.8503703,Orange County,Santa Ana/Costa Mesa 
3383,Hampton Inn Paris,1540 Mineral Wells Ave,Paris,TN,38242,72,4/20/2022,In Construction,36.2789461,-88.3037254,Tennessee Area,Tennessee West Area 
3384,Home2 Suites by Hilton Owensboro,219 Cedar St,Owensboro,KY,42301,120,9/26/2025,Planning,37.7739468,-87.1164935,Kentucky Area,Kentucky West Area 
3385,The Fifth Hotel,803 5th St,Miami Beach,FL,33139,50,,Deferred,25.77479,-80.1363302,Miami,Miami Beach 
3386,Unscripted Jersey City,693-701 Newark Ave,Jersey City,NJ,7306,118,11/10/2022,Planning,40.7347674,-74.0606442,Central New Jersey,Jersey City/Secaucus 
3387,Thompson Hotel Detroit by Unscripted,3750 Woodward Ave,Detroit,MI,48201-2006,225,6/5/2023,Final Planning,42.348966,-83.058457,Detroit,Detroit/Dearborn 
3388,Unscripted Tyron,New Market Rd,Tryon,NC,28782,100,,Deferred,35.2074264,-82.2360046,North Carolina West,North Carolina West/Cherokee Area 
3389,The Originals Downtown Los Angeles,2400 7th St,Los Angeles,CA,90057,170,,Deferred,34.0576562,-118.2802616,Los Angeles,Los Angeles CBD 
3390,Estuary @ Terra Hotel,4701 N 1st St,Alviso,CA,95002,215,7/20/2022,Planning,37.4239324,-121.9694118,San Jose/Santa Cruz,Santa Clara/Sunnyvale/Milpitas 
3391,Avid Tulsa,1504 N Memorial Dr,Tulsa,OK,74115,95,11/27/2022,Final Planning,36.177336,-95.8870745,Tulsa,Tulsa Airport/North 
3392,SLS LUX Hallandale Beach,900 S Federal Hwy,Hallandale Beach,FL,33009,240,6/1/2022,Final Planning,25.9760082,-80.1425802,Fort Lauderdale,Hollywood/Airport 
3393,Avid San Mateo,330 N Bayshore Blvd,San Mateo,CA,94401-1235,74,7/20/2022,Final Planning,37.5789108,-122.3216744,San Francisco/San Mateo,San Francisco Airport 
3394,Avid Bozeman,5935 E Valley Center Rd,Bozeman,MT,59718-7419,95,12/1/2022,In Construction,45.7176099,-111.0689614,Montana,Bozeman/Yellowstone Area MT 
3395,Avid Media,9 State Rd,Media,PA,19063-1544,70,6/26/2022,Planning,39.9270612,-75.384834,Philadelphia,Philadelphia West Suburbs 
3396,Avid Katy,9458 Katy Fwy,Katy,TX,77449,70,,Deferred,29.7868035,-95.7489994,Houston,Katy Freeway West 
3397,Avid Byron,104 Holiday Ct,Byron,GA,31008,79,9/14/2021,In Construction,32.6609655,-83.7405751,Macon/Warner Robins,Perry/Warner Robins 
3398,Avid Plano,Premier Dr,Plano,TX,75023,87,10/1/2022,Final Planning,33.0433958,-96.7051857,Dallas,East Plano/Richardson 
3399,Holiday Inn Express & Suites Celebration Grand Rapids,2090 Celebration Dr NE,Grand Rapids,MI,49525-9200,107,8/1/2023,Final Planning,43.0013108,-85.5921712,Grand Rapids & Michigan West,Grand Rapids MI 
3400,Holiday Inn Express & Suites Holiday Oxnard,2200 Outlet Center Dr,Oxnard,CA,93036-0611,120,9/26/2022,Final Planning,34.2209304,-119.1487413,California Central Coast,Oxnard/Ventura 
3401,DoubleTree by Hilton Abilene Downtown Convention Center,534 Cypress St,Abilene,TX,79601-0603,206,6/20/2022,In Construction,32.4540617,-99.7341457,Texas West,Abilene 
3402,Holiday Inn Express Burford,2730 Mall Of Georgia Blvd,Buford,GA,30519,94,5/3/2022,Planning,34.0668548,-83.9735761,Atlanta,Atlanta Northeast 
3403,Holiday Inn Express Lawrence Township,4100 Quakerbridge Rd,Lawrence Township,NJ,08648-4702,75,7/10/2023,Planning,40.2831727,-74.6739179,Central New Jersey,Princeton/Central 
3404,Holiday Inn Express New Rochelle,43 Church St,New Rochelle,NY,10801-6301,80,6/9/2022,In Construction,40.9071898,-73.7809005,Lower Hudson Valley,Rockland/Westchester NY 
3405,Holiday Inn Express Huntersville,00 Kinsey Ave & Reese Blvd,Huntersville,NC,28078,130,6/17/2022,Final Planning,35.4039756,-80.8613052,Charlotte,Gastonia & Northwest NC 
3406,Holiday Inn & Suites Casa Grande,1415 E Florence Blvd,Casa Grande,AZ,85122-5322,108,9/20/2022,Planning,32.8788643,-111.7269616,Phoenix,Phoenix Southeast/Chandler 
3407,Holiday Inn Express Downers Grove,3131 Finley Rd,Downers Grove,IL,60515-1132,115,7/6/2022,Final Planning,41.830959,-88.024309,Chicago,Chicago DuPage County 
3408,Holiday Inn Coralville,4105 Westcor Ct,Coralville,IA,52241-2874,90,5/17/2022,Final Planning,41.7048834,-91.6378684,Iowa Area,Iowa City/Waterloo 
3409,Hotel Indigo New York,255 W 34th St,New York,NY,10001-2803,323,9/1/2021,In Construction,40.7521668,-73.9924649,New York,Midtown South NY 
3410,Staybridge Suites Wilmington,1220 N Market St,Wilmington,DE,19801-2535,136,5/1/2022,Final Planning,39.7479348,-75.5459415,Delaware,Wilmington DE 
3411,Staybridge Suites Southfield,20700 Civic Center Dr,Southfield,MI,48076-4140,118,3/23/2022,In Construction,42.4809846,-83.2523839,Detroit,Southfield/Northwest 
3412,Staybridge Suites St Cloud,3700 W Division St,Saint Cloud,MN,56301-3728,90,12/1/2022,Final Planning,45.5529862,-94.2042728,Minnesota,St Cloud/I-94 Corridor 
3413,Staybridge Suites Waco,S 10th St & Cleveland Ave,Waco,TX,76706,80,8/15/2022,Final Planning,31.546552,-97.128292,Texas West,Waco & Killeen 
3414,Baywood Hotel,375 S Baywood Ave,San Jose,CA,95128-5123,105,,Planning,37.3216052,-121.9461199,San Jose/Santa Cruz,San Jose/Campbell 
3415,Best Western Plus Executive Residency Phoenix North Happy Valley,2108 W Whispering Wind Dr,Phoenix,AZ,85085-2912,97,6/12/2021,In Construction,33.7115269,-112.1052567,Phoenix,Black Canyon Corridor 
3416,Tru by Hilton Bakersfield,3915 Rosedale Hwy,Bakersfield,CA,93308,98,6/17/2024,Final Planning,35.3820068,-119.0514035,California South/Central,Bakersfield 
3417,Tru by Hilton Dublin,SWQ Dublin Blvd & Keegan Rd,Dublin,CA,94568,117,11/3/2023,Final Planning,37.7042121,-121.8609185,Oakland,Pleasanton/Livermore 
3418,Tru by Hilton Naperville,1809 W Diehl Rd,Naperville,IL,60563,121,10/26/2021,In Construction,41.7998977,-88.2096527,Chicago,Chicago DuPage County 
3419,Tru by Hilton Manteca,180 North Woods Ave,Manteca,CA,95336,85,5/4/2023,Planning,37.7993152,-121.1926079,California North Central,Stockton/Modesto 
3420,Tru by Hilton St Augustine I-95,5527 County Road 208,Saint Augustine,FL,32092-0311,82,9/5/2023,Final Planning,29.9059085,-81.5059859,Jacksonville,Jacksonville Other Areas 
3421,Tru by Hilton Melbourne,1901 Circle Dr,Melbourne,FL,32904,98,10/20/2022,Final Planning,28.078152,-80.6927932,Melbourne,Melbourne/Palm Bay 
3422,Curio Collection by Hilton The Ray Hotel Delray Beach,233 NE 2nd Ave,Delray Beach,FL,33444-3705,141,9/1/2021,In Construction,26.465797,-80.0709469,Palm Beach ,Boca Raton 
3423,Home2 Suites by Hilton Grand Rapids South,6418 Byron Center Ave SW,Byron Center,MI,49315,104,5/20/2022,In Construction,42.848244,-85.721652,Grand Rapids & Michigan West,Grand Rapids MI 
3424,Home2 Suites by Hilton Plymouth,Lot 8A Colony Pl,Plymouth,MA,2360,101,11/18/2022,In Construction,41.9505446,-70.7189907,Boston,Boston Southshore 
3425,Home2 Suites by Hilton Jonestown Fort Indian Gap,73 Fisher Ave,Jonestown,PA,17038,80,7/16/2024,Planning,40.4476091,-76.5250335,Harrisburg,Harrisburg/Hershey PA 
3426,Home2 Suites by Hilton Vacaville,2059 New Horizons Way,Vacaville,CA,95688,107,2/26/2023,Final Planning,38.389009,-121.9421528,California North,Vallejo/Fairfield/Vacaville 
3427,Home2 Suites by Hilton Van Horn,SWQ I-10 & Golf Course Dr,Van Horn,TX,79855,90,7/11/2025,Planning,31.0303045,-104.8258766,Texas West,Texas West Area 
3428,Home2 Suites by Hilton Vancouver Portland,333 SE 120th Ave,Vancouver,WA,98683,116,1/11/2023,Final Planning,45.6184808,-122.5487506,Portland,Portland Airport/Vancouver 
3429,Home2 Suites by Hilton Dallas Medical District Lovefield,4800 Harry Hines Blvd,Dallas,TX,75235-7717,141,11/11/2022,Final Planning,32.8092548,-96.8327683,Dallas,Farmers Branch/Stemmons Fwy North 
3430,Hampton Inn by Hilton Cape May Court House,414 Garden State Pky,Cape May Court House,NJ,08210-1980,100,6/11/2023,Planning,39.0892668,-74.8113688,New Jersey Shore,South Shore/Vineland NJ 
3431,Hampton Inn by Hilton Tehachapi,1 Athens St,Tehachapi,CA,93561,85,9/15/2023,In Construction,35.1460617,-118.4500705,California South/Central,Bakersfield 
3432,Home2 Suites by Hilton Auburn Hills Detroit,1300 Featherstone Rd,Pontiac,MI,48342-1940,100,5/2/2023,Planning,42.6479088,-83.2501467,Detroit,Auburn Hills/Madison Heights 
3433,Home2 Suites by Hilton Covington,8185 Old City Pond Rd,Covington,GA,30014-0964,100,8/19/2022,Final Planning,33.6162185,-83.8508322,Atlanta,Atlanta East 
3434,Homewood Suites by Hilton El Monte,9550 Flair Dr,El Monte,CA,91731,171,5/7/2024,Planning,34.0715192,-118.0612528,Los Angeles,Los Angeles East 
3435,Homewood Suites by Hilton Myrtle Beach Oceanfront Resort,2204 N Ocean Blvd,Myrtle Beach,SC,29577,114,9/16/2024,Planning,33.7016661,-78.8688674,Myrtle Beach,Myrtle Beach/South 
3436,Hilton Garden Inn Denver Airport Tower Road,18600 E 66th Ave,Denver,CO,80249,120,2/11/2023,Final Planning,39.8169877,-104.7709531,Denver,Denver Airport/East 
3437,Hilton Garden Inn Raleigh PNC Arena Wade Park,5410 Wade Park Blvd,Raleigh,NC,27607-4185,155,8/16/2024,Final Planning,35.8065056,-78.7277753,Raleigh/Durham/Chapel Hill,Raleigh Crabtree Mall 
3438,Hilton Garden Inn Myrtle Beach Oceanfront Resort,2204 N Ocean Blvd,Myrtle Beach,SC,29577-3226,116,11/18/2024,Final Planning,33.728137,-78.8365647,Myrtle Beach,Myrtle Beach/South 
3439,Hilton Garden Inn New Haven Downtown,80 Elm St,New Haven,CT,06510-2011,133,9/15/2023,Final Planning,41.307516,-72.923236,Connecticut Area,New Haven/Waterbury CT 
3440,Hilton Garden Inn Atlanta Clairmont,3051-3081 Clairmont Rd,Brookhaven,GA,30329-1601,141,10/11/2023,Final Planning,33.8471782,-84.3149299,Atlanta,Chamblee/Norcross 
3441,Hilton Garden Inn Huntersville Lake Norman,10618 Same Furr Rd,Huntersville,NC,28078,135,11/20/2023,Final Planning,35.4407759,-80.8484968,Charlotte,Gastonia & Northwest NC 
3442,Hilton Garden Inn Dublin,SWQ Dublin Blvd & Keegan Rd,Dublin,CA,94568,140,11/25/2024,Final Planning,37.7041354,-121.8617709,Oakland,Pleasanton/Livermore 
3443,Holiday Inn Express Nashville,2221 Elliston Pl,Nashville,TN,37203-5220,168,1/5/2023,Planning,36.1509296,-86.8042082,Nashville,Nashville CBD 
3444,Hilton Garden Inn Santa Fe Springs,12171 Telegraph Rd,Santa Fe Springs,CA,90670-3722,110,9/23/2024,Planning,33.9423344,-118.0732508,Los Angeles,Los Angeles Southeast 
3445,Studio 6 San Antonio,16500 W Interstate 10,San Antonio,TX,78257-2503,55,10/1/2022,Planning,29.5961064,-98.6003073,San Antonio,San Antonio Northwest/Sea World 
3446,Jade Hotel @ Garment District,34-36 W 38th St,New York,NY,10018-6234,114,6/1/2021,In Construction,40.7515229,-73.9844477,New York,Midtown South NY 
3447,Candlewood Suites Lawrence,2222 W 6th St,Lawrence,KS,66049,80,,Deferred,38.9733657,-95.262426,Kansas,Topeka/Lawrence KS 
3448,Old Fourth Ward Hotel,760 Ralph McGill Blvd NE,Atlanta,GA,30312,150,7/15/2022,Final Planning,33.76809,-84.36294,Atlanta,Atlanta CBD 
3449,Tru by Hilton Houston Downtown,1511 Leeland St,Houston,TX,77002,101,12/8/2023,Final Planning,29.7493109,-95.3637859,Houston,Houston CBD 
3450,Home2 Suites by Hilton Bolingbrook Chicago,161 Fernwood Dr,Bolingbrook,IL,60440-4525,91,12/5/2022,Final Planning,41.689002,-88.071093,Chicago,Chicago Southwest 
3451,Home2 Suites by Hilton Ft. Pierce I-95,1990 Reynolds Dr,Fort Pierce,FL,34945,100,8/16/2023,Final Planning,27.4119716,-80.3932308,Florida Central,Fort Pierce/Port St Lucie 
3452,Homewood Suites by Hilton Fort Myers Beach Sanibel Gateway,17365 San Carlos Blvd,Fort Myers Beach,FL,33931,133,11/15/2022,Final Planning,26.4886013,-81.9411432,Fort Myers,Fort Myers Beach/Sanibel Island 
3453,Home2 Suites,1890 Evelyn Byrd Ave,Harrisonburg,VA,22801-3571,121,9/5/2023,In Construction,38.4318234,-78.8485515,Virginia Area,Staunton & Harrisonburg VA 
3454,Home2 Suites by Hilton Oceanside,NWC Of Rancho Del Oro & El Corazon Blvd,Oceanside,CA,92056,136,6/24/2022,Final Planning,33.2094193,-117.3136931,San Diego,Carlsbad/Oceanside 
3455,Wyndham Hotel @ Airport Rd,375 Airport Rd,Oceanside,CA,92058,86,10/31/2024,Planning,33.2157987,-117.3514622,San Diego,Carlsbad/Oceanside 
3456,Avid Ocala,1626 S Pine Ave,Ocala,FL,34471-6548,95,10/7/2021,In Construction,29.172118,-82.1410146,Florida Central,Ocala 
3457,Hampton Inn by Hilton Harker Heights Killeen,403 Farm To Market 2410,Harker Heights,TX,76548,90,7/28/2023,Final Planning,31.0687634,-97.6664212,Texas West,Waco & Killeen 
3458,Staybridge Suites Livonia,31501 Schoolcraft Rd,Livonia,MI,48150-1822,100,1/25/2023,Final Planning,42.3820884,-83.3546443,Detroit,Livonia/West 
3459,Holiday Inn Express Atlanta,166 16th St NW,Atlanta,GA,30363-1068,150,4/1/2023,Planning,33.7891365,-84.3928854,Atlanta,Atlanta CBD 
3460,Holiday Inn Express Knoxville,706 Walnut St,Knoxville,TN,37902-2304,124,11/30/2022,Planning,35.962533,-83.9190468,Knoxville,Knoxville 
3461,Home2 Suites by Hilton SeaTac Seattle Airport S,19246 28th Ave,Seatac,WA,98188-5121,122,5/24/2024,Planning,47.4296565,-122.2974522,Seattle,Seattle Airport 
3462,Hyatt Place Jacksonville Landing,Independent Drive and Hogan St,Jacksonville,FL,32202,128,,Abandoned,30.325611,-81.6608,Jacksonville,Jacksonville/Airport 
